"ccode","cname","year","ccodealp","ccodecow","p_durable","p_polity2_onset","d_p_polity2","arch_exit_any","arch_exit_reg","arch_exit_irreg","regime_change","regime_change_year","prevrc","democratization","duration","twincrisis","twincrisis2","triplecrisis","twincrisis_any","wr_regtype","military","personal","party","wr_monarchy","gwf_regimetype","gwf_party","gwf_personal","gwf_military","gwf_monarch","gdppcgr_onset","d_gdppcgr_max","d_gdppcgr_total","d_gdppcgr","vdem_index","ers_onset","mi_onset","kaopen_onset","d_ers","d_mi","d_kaopen","ers_mi_onset","d_ers_mi","mi_kaopen_onset","d_mi_kaopen","ers_kaopen_onset","d_ers_kaopen","ers_mi_policy","mi_kaopen_policy","ers_kaopen_policy","latam","mideast","africa","asia","southeastasia","europe","exussr","time","time2"
"566","Nigeria","1997","NGA","475","13","-6","0","1","1","0","0","","0","0","4","0","0","0","0","3","1","1","0","0","military-personal","0","0","1","0","2.42518","0.31646","0.31646","0.31646","0.205929482","1","0.49109843373299","0","0","0.160239905","0.060602106","0.65774385803407","-0.11167433644232","0.68929864469548","0.088695792334373","0.48178394238805","-0.029197121619876","0","1","0","0","0","1","0","0","0","0","1","1"
"566","Nigeria","1999","NGA","475","0","-1","5","1","1","0","1","1999","0","1","6","0","0","0","0","3","1","1","0","0","military-personal","0","0","1","0","0.26002","-1.95032","-1.95032","-1.95032","0.250306704","1","0.62164795398712","0.22541129589081","-0.97502993","0.110492527","0.060602099","0.56676133382188","-0.44705950833653","0.69958167673239","0.054535656108612","0.37318439959498","0.47675804606435","0","0","1","0","0","1","0","0","0","0","1","1"
"600","Paraguay","1984-1986","PRY","150","30","-8","0","0","0","0","0","","0","0","30","0","1","0","1","8","1","1","1","0","party-personal-military","1","0","0","0","-5.73374","-2.98308","-1.789213187881","-0.59640439596033","0.168043944","1","","0.12120418250561","-0.928744122","","0","","","","","0.42338971350658","0.48193688230277","","","","1","0","0","0","0","0","0","1","3"
"600","Paraguay","1989","PRY","150","0","-8","10","1","0","1","0","","0","0","35","0","1","0","1","8","1","1","1","0","party-personal-military","1","0","0","0","3.44395","2.83408","2.83408","2.83408","0.173976875","1","","0","-0.945217516","","0.164809227","","","","","0.48178394238805","0.41108269226306","","","","1","0","0","0","0","0","0","1","1"
"600","Paraguay","1992-1993","PRY","150","0","2","5","1","1","0","1","1993","0","1","38","0","1","0","1","8","1","1","1","0","party-personal-military","1","0","0","0","-0.387519891","-1.149358529","-0.068321777302586","-0.034160888651293","0.4333","0.34630808234215","0.55549848079681","0.16480922698975","0.178715616","0.21723067760468","0.247995347","0.36476517516482","-0.1031895150127","0.67549515064324","0.061853288564353","0.7415903738149","-0.21221793317008","0","1","0","1","0","0","0","0","0","0","1","2"
"604","Peru","1976-1980","PER","135","8","-7","14","1","1","0","1","1980","0","1","8","0","1","0","1","2","1","0","0","0","military","0","0","1","0","5.01633","-2.66142","-1.4596031957728","-0.29192063915456","0.10429057","1","0.47829404473305","0","-0.912875891","-0.28096880018711","0.42980164289474","0.66666748816264","-0.28294236655828","0.68050622734775","-0.3015829148976","0.48178394238805","0.47370265943477","0","0","1","1","0","0","0","0","0","0","1","5"
"604","Peru","1993","PER","135","0","-3","4","0","0","0","0","","1","0","1","0","1","0","1","10","0","1","0","0","personal","0","1","0","0","-2.493262975","2.6155721552024","2.6155721552024","2.6155721552024","0.30280","0.19101703166962","0.43483644723892","0.69698959589005","0.156279504","0.089648545","0.060602069","0.38991898685864","-0.0047242917899304","0.40527247496544","0.04022268414989","0.56577687624448","-0.110292483179","0","1","0","1","0","0","0","0","0","0","1","1"
"604","Peru","1998","PER","135","5","1","0","0","0","0","0","","0","0","6","0","1","0","1","10","0","1","0","0","personal","0","1","0","0","5.10811","-2.18964","-2.18964","-2.18964","0.42262132","0.53559052944183","0.53164803981781","1","-0.00453037","0.020898759","0","0.45322576865459","-0.016284176428398","0.36506790352913","0.01435059606424","0.24098785333649","0.0023508654906343","0","1","0","1","0","0","0","0","0","0","1","1"
"608","Philippines","1983-1984","PHL","840","0","-7","1","0","0","0","0","","0","0","11","1","1","1","1","10","0","1","0","0","personal","0","1","0","0","1.01909","-9.58411","-10.093347488784","-5.0466737443922","0.188379421","0.59475368261337","0.43645861744881","0.16480922698975","-0.47909031808376","-0.18488368391991","0","0.54201945837319","-0.086662737138381","0.593753791522","-0.12695447707945","0.61266886020257","0.24860592780449","0","0","1","0","0","0","0","1","0","0","1","2"
"642","Romania","1973","ROU","360","24","-7","0","0","0","0","0","","0","0","28","0","0","0","0","9","0","1","1","0","party-personal","1","0","0","0","5.43866","2.36996","2.36996","2.36996","0.189091399","1","","","0","","","","","","","","","","","","0","0","0","0","0","1","0","1","1"
"642","Romania","1983","ROU","360","34","-8","0","0","0","0","0","","0","0","38","0","1","0","1","9","0","1","1","0","party-personal","1","0","0","0","-0.36367","-1.11306","-1.11306","-1.11306","0.189254148","1","","0","-0.754401833","","0","","","","","0.48178394238805","0.39146849874887","","","","0","0","0","0","0","1","0","1","1"
"643","Russia","1995-1996","RUS","365","3","3","0","0","0","0","0","","1","0","2","0","1","0","1","10","0","1","0","0","personal","0","1","0","0","-12.778171704484","-4.18779","-7.5442850811694","-3.7721425405847","0.55906","","","","","","","","","","","","","","","","0","0","0","0","0","0","1","1","2"
"643","Russia","1998-1999","RUS","365","6","3","0","1","1","0","0","","0","0","5","1","1","1","1","10","0","1","0","0","personal","0","1","0","0","1.53372","-5.2051","1.1265903094078","0.56329515470391","0.545684836","0.76503026485443","0.5445881485939","0.41280457377434","-0.718579385","0.11144888401031","-0.41280457377434","0.53128728303719","-0.3082210639812","0.58069036107753","0.22186702622817","0.40483004690557","0.45801514329368","0","0","1","0","0","0","0","0","0","1","1","2"
"643","Russia","2008","RUS","365","8","4","0","0","0","0","0","","0","0","15","1","0","0","1","10","0","1","0","0","personal","0","1","0","0","8.75946","5.28352","5.28352","5.28352","0.337398313","0.47524937987328","0.7036172747612","0.41280457377434","-0.218647897","0.004989326","0","0.31047563248653","-0.086461041221328","0.68989123334983","0.0034260312208549","0.55520095412593","0.11345911471168","0","0","1","0","0","0","0","0","0","1","1","1"
"646","Rwanda","1991","RWA","517","30","-7","0","0","0","0","0","","0","0","18","0","0","0","0","3","1","1","0","0","military-personal","0","0","1","0","-3.22686","-6.17938","-6.17938","-6.17938","0.242731878","0.062131803482771","0.65023070573807","0.16480922698975","0.24563979","-0.142892718","0","0.19089042523168","0.19281291127716","0.7405451313933","-0.098120450369304","0.88905298117552","-0.12746554366929","1","0","0","0","0","1","0","0","0","0","1","1"
"686","Senegal","1994","SEN","433","16","-1","0","0","0","0","0","","0","0","34","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","-1.26654","-2.52896","-2.52896","-2.52896","0.667436005","1","0.40186539292336","0.41280457377434","0","0.098134607","0","0.71993211640673","-0.068391934700521","0.48268661932311","0.067386301812385","0.28290132739923","0","0","1","0","0","0","1","0","0","0","0","1","1"
"694","Sierra Leone","1983","SLE","451","12","-7","0","0","0","0","0","","0","0","15","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","-0.3543","-3.47145","-3.47145","-3.47145","0.188774106","0.36053270101547","0.34144231677055","0","-0.311385825","0","0.164809227","0.51934381771654","-0.11818089674784","0.5865339568232","-0.058025212948872","0.81361148129666","0.082179540468165","0","0","1","0","0","1","0","0","0","0","1","1"
"694","Sierra Leone","1989-1991","SLE","451","18","-7","1","1","0","1","1","1992","0","0","21","1","0","0","1","6","0","0","1","0","party-based","1","0","0","0","0.30814","-10.40556","-10.46360492403","-3.4878683080099","0.198290799","0.10218462347984","0.70290350914001","0.41280457377434","-0.050640657544136","-0.17465537786484","0","0.16938304261198","0.13953953055154","0.68940111037481","-0.11993098415082","0.74878889859808","0.026278067366805","1","0","0","0","0","1","0","0","0","0","1","3"
"694","Sierra Leone","1998","SLE","451","0","0","0","1","0","1","1","1998","1","1","1","0","1","0","1","10","0","1","0","0","personal","0","1","0","0","-20.11354","-2.82494","-2.82494","-2.82494","0.511792114","0.10037440061569","0.73715597391129","0.16480922698975","0.041956827","-0.054305196","0","0.14482478973921","0.053770317387167","0.80023429234003","-0.037289865662458","0.86920842163629","-0.02177191965984","1","0","0","0","0","1","0","0","0","0","1","1"
"710","South Africa","1967","ZAF","560","57","4","0","0","0","0","0","","0","0","57","0","0","0","0","5","0","0","1","0","oligarchy","1","0","0","0","1.563211342","4.022589156","4.022589156","4.022589156","0.222249329","1","0.330110908","","0","0.195267022","","0.769939226","-0.136085422","","","","","","","","0","0","1","0","0","0","0","1","1"
"710","South Africa","1981","ZAF","560","71","4","0","0","0","0","0","","0","0","71","0","0","0","0","5","0","0","1","0","oligarchy","1","0","0","0","3.743007941","2.060547222","2.060547222","2.060547222","0.215403974","0.591706097","0.73009634","0","-0.292696685","-0.184725761","0","0.336220907","0.017651241","0.853411851","-0.126846036","0.693652729","0.151883952","0","0","1","0","0","1","0","0","0","0","1","1"
"710","South Africa","1984-1985","ZAF","560","74","4","0","0","0","0","0","","0","0","74","0","1","0","1","5","0","0","1","0","oligarchy","1","0","0","0","-4.884178532","-4.284781554","-2.563253867","-1.281626933","0.21076091","0.32413578","0.278951645","0.164809227","-0.219813846","-0.039813295","-0.164809227","0.549080997","-0.069278159","0.48559814","0.04408501","0.753095857","0.193466579","0","0","1","0","0","1","0","0","0","0","1","2"
"710","South Africa","1988","ZAF","560","78","4","0","1","1","0","0","","0","0","78","0","1","0","1","5","0","0","1","0","oligarchy","1","0","0","0","-0.369023271","1.711189021","1.711189021","1.711189021","0.207900936","0.306696802","0.326882273","0","-0.085214451","0.246195525","0","0.50905855","-0.20392011","0.57653598","0.169055611","0.841547599","0.044218839","0","1","0","0","0","1","0","0","0","0","1","1"
"724","Spain","1967","ESP","230","28","-7","0","0","0","0","0","","0","0","28","0","0","0","0","10","0","1","0","0","personal","0","1","0","0","6.24745","5.42234","5.42234","5.42234","0.085357672","1","0.56393724679947","","-0.818251774","0","","0.60698105890231","-0.31055276295035","","","","","","","","0","0","0","0","0","1","0","1","1"
"144","Sri Lanka","1980","LKA","780","32","6","0","0","0","0","0","","1","0","2","0","1","0","1","6","0","0","1","0","party-based","1","0","0","0","4.476685126","3.638196541","3.638196541","3.638196541","0.59327","0.66692471504211","0.42713549733162","0.41280457377434","-0.280824006","-0.054353952","-0.247995347","0.57590814285072","-0.06870137029548","0.50003889629464","0.049989622813025","0.45573823751859","0.26520324692073","0","0","1","0","0","0","1","0","0","0","1","1"
"144","Sri Lanka","1983","LKA","780","35","5","0","0","0","0","0","","0","0","5","0","1","0","1","6","0","0","1","0","party-based","1","0","0","0","3.317547956","3.733437345","3.733437345","3.733437345","0.54599","0.70281380414963","0.45509642362595","0.16480922698975","-0.39879176","0.104893744","0","0.57004268337571","-0.22445675927348","0.60655185399544","0.072027612902606","0.55659511844833","0.20693800689481","0","0","1","0","0","0","1","0","0","0","1","1"
"144","Sri Lanka","1989","LKA","780","41","5","0","1","1","0","0","","0","0","11","1","0","0","1","6","0","0","1","0","party-based","1","0","0","0","1.183503545","1.223244033","1.223244033","1.223244033","0.48423","0.52804976701736","0.49320644140244","0.16480922698975","-0.243682295","0.052286804","0","0.47715451252404","-0.12892493822954","0.63272094190911","0.035903892025466","0.64728235206203","0.1264497752766","0","0","1","0","0","0","1","0","0","0","1","1"
"736","Sudan (-2011)","1981","SDN","625","10","-7","0","0","0","0","0","","0","0","12","0","0","0","0","10","0","1","0","0","personal","0","1","0","0","-2.61126","-1.21969","-1.21969","-1.21969","0.198627091","1","0.62063473463058","0","0","0","0","0.56746746628762","0","0.77824761517567","0","0.48178394238805","0","1","1","1","0","0","1","0","0","0","0","1","1"
"736","Sudan (-2011)","1994","SDN","625","5","-7","0","0","0","0","0","","0","0","5","0","0","0","0","10","0","1","0","0","personal","0","1","0","0","2.63976","0.02832","0.02832","0.02832","0.095917334","0.11898698657751","","0","-0.057418801","","0","","","","","0.93895255828863","0.029795330295728","","","","0","0","1","0","0","0","0","1","1"
"748","Swaziland","1985-1986","SWZ","572","12","-10","0","1","1","0","0","","0","0","17","0","0","0","0","4","0","0","0","1","monarchy","0","0","0","1","-1.49766","-0.12573","2.3398246489672","1.1699123244836","0.096958284","1","0.070383496582508","0.41280457377434","0","-0.025216278","0","0.95094835913996","0.01757371908293","0.25506723226305","-0.017315315662204","0.28290132739923","0","1","0","0","0","0","1","0","0","0","0","1","2"
"760","Syria","1988","SYR","652","25","-9","0","0","0","0","0","","0","0","25","0","0","0","0","8","1","1","1","0","party-personal-military","1","0","0","0","-1.59042","9.48133","9.48133","9.48133","0.156729562","1","","0","0","","0","","","","","0.48178394238805","0","","","","0","1","0","0","0","0","0","1","1"
"158","Taiwan","1998","TWN","713","6","9","0","0","0","0","0","","0","0","49","1","0","0","1","6","0","0","1","0","party-based","1","0","0","0","4.59422598","2.538070582","2.538070582","2.538070582","0.69661","0.29296603798866","0.26087656617165","","-0.046358392","-0.073346481","","0.54984795805274","0.033522107853272","","","","","","","","0","0","0","1","0","0","0","1","1"
"762","Tajikistan","1999","TJK","702","1","-1","0","0","0","0","0","","0","0","8","0","0","0","0","10","0","1","0","0","personal","0","1","0","0","3.22438","1.54922","1.54922","1.54922","0.210386814","0.19851402938366","0.55690395832062","0.16480922698975","-0.00845252","-0.095833302","0","0.30769309221475","0.063580107632293","0.67646025291889","-0.065806059390347","0.8182825470291","0.0043861176932459","1","0","0","0","0","0","0","0","0","1","1","1"
"834","Tanzania","1985","TZA","510","24","-6","0","1","1","0","0","","0","0","21","0","1","0","1","6","0","0","1","0","party-based","1","0","0","0","-0.51244","-3.16197","-3.16197","-3.16197","0.276170309","0.10154078155756","0.49916157126427","0.16480922698975","0.277284525","0.131682545","0","0.31113044127734","0.013466209526955","0.63681016374588","0.090422736499763","0.86860317205123","-0.14388639069646","0","1","0","0","0","1","0","0","0","0","1","1"
"834","Tanzania","1990","TZA","510","29","-6","0","0","0","0","0","","0","0","26","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","0.30843","0.59891","0.59891","0.59891","0.26776777","0.14359001815319","0.62533366680145","0.16480922698975","0.561912015","","0","0.23915766275286","","0.72344902809197","","0.84678329992536","-0.29158313700078","","","","0","0","1","0","0","0","0","1","1"
"764","Thailand","1984","THA","800","6","2","0","0","0","0","0","","0","0","8","1","0","0","1","3","1","1","0","0","military-personal","0","0","1","0","3.74196","3.99559","3.99559","3.99559","0.338334612","1","0.25047647953033","0.41280457377434","0","0.014997363","0","0.82543802291198","-0.010451956834814","0.37873206839712","0.010298271585457","0.28290132739923","0","0","1","0","0","0","0","0","1","0","0","1","1"
"768","Togo","1994","TGO","461","1","-2","0","0","0","0","0","","0","0","31","1","0","0","1","10","0","1","0","0","personal","0","1","0","0","-15.91671","16.70927","16.70927","16.70927","0.31143993","1","0.40186539292336","0.16480922698975","0","0.098134607","0","0.71993211640673","-0.068391934700521","0.56999958759764","0.067386301812385","0.402381503267","0","0","1","0","0","0","1","0","0","0","0","1","1"
"788","Tunisia","1965","TUN","616","6","-9","0","0","0","0","0","","0","0","9","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","2.12768","4.02838","4.02838","4.02838","0.20359243","1","0.5","","0","-0.117153615","","0.651540182","0.081646655","","","","","","","","0","1","0","0","0","0","0","1","1"
"788","Tunisia","1974","TUN","616","15","-9","0","0","0","0","0","","0","0","18","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","-2.89314","5.50315","5.50315","5.50315","0.200516074","0.484373182","0.5","0.164809227","-0.21342966","0","0","0.455843285","-0.081003394","0.637385889","0","0.669946676","0.110751306","0","0","1","0","1","0","0","0","0","0","1","1"
"788","Tunisia","1978","TUN","616","19","-9","0","0","0","0","0","","0","0","22","0","1","0","1","6","0","0","1","0","party-based","1","0","0","0","0.90125","4.17043","4.17043","4.17043","0.204347099","0.542772114","0.574131668","0.164809227","-0.271329403","0","0","0.426343736","-0.102978201","0.688290041","0","0.639642743","0.140796204","0","0","1","0","1","0","0","0","0","0","1","1"
"788","Tunisia","1986","TUN","616","27","-8","3","1","0","1","0","","0","0","30","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","3.05089","-3.94154","-3.94154","-3.94154","0.21261835","0.244620487","0.825884819","0.164809227","-0.04303278","-0.093427241","0","0.137733926","0.04877896","0.861161919","-0.064153885","0.794357332","0.022330245","1","0","0","0","1","0","0","0","0","0","1","1"
"792","Turkey","1981-1983","TUR","640","1","-5","12","1","1","0","1","1983","1","1","1","1","1","1","1","2","1","0","0","0","military","0","0","1","0","-2.6954154918838","1.136374969","5.1700148517944","1.7233382839315","0.27993","0.048862036317587","0.47943499684334","0","0.35599568858743","0.093164831","0.16480922698975","0.30488500683459","0.15737974090781","0.68128968738849","-0.079965757221423","0.9753412676062","-0.26413303190293","1","0","0","0","1","0","0","0","0","0","1","3"
"795","Turkmenistan","2008","TKM","701","17","-9","0","0","0","0","0","  ","0","0","17","0","0","0","0","9","0","1","1","0","party-personal","1","0","0","0","9.78167","13.43805","13.43805","13.43805","0.089149073","","","0","","","0.164809227","","","","","","","","","","0","0","0","0","0","0","1","1","1"
"800","Uganda","1988","UGA","500","2","-7","0","0","0","0","0","","1","0","2","0","0","0","0","10","0","1","0","0","personal","0","1","0","0","2.15775","2.85058","2.85058","2.85058","0.132901634","1","0.7144096493721","0.16480922698975","-0.963428624","-0.129332662","0","0.50211388678493","-0.27551755720086","0.78461502472201","-0.08880913706523","0.402381503267","0.49993510178734","0","0","1","0","0","1","0","0","0","0","1","1"
"858","Uruguay","1974-1984","URY","165","1","-8","17","1","1","1","1","1984","1","1","1","1","1","1","1","2","1","0","0","0","military","0","0","1","0","0.5944309785363","-13.11674","10.305622037151","0.93687473065008","0.34211","0.22526568174362","","0","0.64394354820251","","0.93939793109894","","","","","0.88380322084575","-0.78673715904583","","","","1","0","0","0","0","0","0","1","11"
"860","Uzbekistan","2000","UZB","704","9","-9","0","0","0","0","0","","0","0","9","0","0","0","0","9","0","1","1","0","party-personal","1","0","0","0","2.78327","2.3895","2.3895","2.3895","0.164067835","0.3694218993187","","0.16480922698975","0.464768827","","-0.164809227","","","","","0.72959632655979","-0.16177188872494","","","","0","0","0","0","0","0","1","1","1"
"862","Venezuela","2010-2011","VEN","101","1","-3","0","0","0","0","0","","0","0","5","0","0","0","0","10","0","1","0","0","personal","0","1","0","0","-4.64632","-2.96661","-0.319099409","-0.1595497045","0.494794956","1","0.60842299461365","0.060602106153965","0","-0.31871318817139","-0.060602106","0.57597806770233","0.22211747927607","0.74852566525432","-0.19751498261891","0.45258682076817","0.029197121619876","1","0","0","1","0","0","0","0","0","0","1","2"
"704","Vietnam","1981","VNM","816","27","-7","0","0","0","0","0","","0","0","27","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","-4.76336","1.28191","1.28191","1.28191","0.163173894","0.35507854819298","","0","-0.327704446","","0","","","","","0.81644170906717","0.17004991515246","","","","0","0","0","0","1","0","0","1","1"
"704","Vietnam","1987","VNM","816","33","-7","0","0","0","0","0","","0","0","33","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","0.58459","1.34252","1.34252","1.34252","0.174324277","1","","0","0","","0","","","","","0.48178394238805","0","","","","0","0","0","0","1","0","0","1","1"
"887","Yemen","1995","YEM","679","","","","0","0","0","0","","0","0","17","1","0","0","1","10","0","1","0","0","personal","0","1","0","0","2.94822","2.35041","2.35041","2.35041","0.375078752","1","","","0","","","","","","","","","","","","0","1","0","0","0","0","0","1","1"
"894","Zambia","1977","ZMB","551","","","","0","0","0","0","","0","0","10","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","2.8989","-7.5777","-7.5777","-7.5777","0.224260883","0.13261142373085","0.5","0.16480922698975","0.388506204","0","0","0.32233842796119","0.14745055118373","0.63738588941002","0","0.85248022918762","-0.20160070372983","1","0","0","0","0","1","0","0","0","0","1","1"
"894","Zambia","1983-1986","ZMB","551","","","","0","0","0","0","","0","0","16","0","1","0","1","6","0","0","1","0","party-based","1","0","0","0","-6.26927","-5.63292","-13.188176139718","-3.2970440349295","0.22751213","0.41565826535225","0.53776615858078","0.16480922698975","-0.38742411695421","0.11606138944626","-0.164809227","0.40344379498543","-0.22792532587892","0.66331885878984","0.12381809324962","0.70560370086438","0.26605679065918","0","0","1","0","0","1","0","0","0","0","1","4"
"894","Zambia","1988-1996","ZMB","551","","","","1","1","0","1","1991, 1996","0","1","21","1","1","1","1","6","0","0","1","0","party-based","1","0","0","0","-0.88706","-15.52475","-16.849467041142","-1.8721630045714","0.228214228","0.023077886551619","0.63059347867966","0.16480922698975","0.32249857857823","0.13674253225327","0.59278243780136","0.18975378170756","0.10871297350674","0.72706079443271","-0.18425226093508","0.90931854465403","-0.38021922533047","1","0","0","0","0","1","0","0","0","0","1","9"
"894","Zambia","1998","ZMB","551","","","","0","0","0","0","","1","0","2","1","0","0","1","6","0","0","1","0","party-based","1","0","0","0","0.43926","-4.55877","-4.55877","-4.55877","0.538815677","0.477765709","0.80666995","0.653384566","-0.173436224","-0.103600621","0.060602069","0.239611227","0.006376704","0.675952429","-0.092476137","0.437987622","0.060801111","0","0","1","0","0","1","0","0","0","0","1","1"
"894","Zambia","2000","ZMB","551","","","","0","0","0","0","","0","0","4","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","-0.55947","0.55325","0.55325","0.55325","0.538815677","0.116531253","0.718702853","0.939397931","0.080728918","-0.003450692","0.060602069","0.163817175","0.033044066","0.514849709","-0.023705969","0.48764003","-0.071088344","1","0","0","0","0","1","0","0","0","0","1","1"
"894","Zambia","2008","ZMB","551","","","","1","1","0","0","","0","0","12","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","3.34089","2.79463","2.79463","2.79463","0.543813374","0.247303933","0.867603719","1","-0.147011176","-0.198634326","0","0.109677659","0.082636712","0.595759313","-0.13639666","0.390583356","0.076285928","1","0","0","0","0","1","0","0","0","0","1","1"
"716","Zimbabwe","1982-1984","ZWE","552","","","","0","0","0","0","","1","0","2","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","8.62608","-5.63289","-7.8349663552988","-2.6116554517663","0.275968636","0.43239492177963","0.62878769636154","","-0.269672573","-0.26475834846497","","0.34636119527017","0.16926989196169","","","","","","","","0","0","1","0","0","0","0","1","3"
"716","Zimbabwe","1988-1991","ZWE","552","","","","0","0","0","0","","0","0","8","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","-4.86792","-0.90497","12.357789002596","3.089447250649","0.313945743","0.44221594929695","0.51015788316727","0","-0.31670528650284","0.4133540391922","0","0.43276403615498","-0.40827434948191","0.70238623785161","0.28383870756846","0.77122502730543","0.16434231421445","0","1","0","0","0","1","0","0","0","0","1","4"
"716","Zimbabwe","1993-1994","ZWE","552","","","","0","0","0","0","","0","0","13","1","0","0","1","6","0","0","1","0","party-based","1","0","0","0","-10.82831","-0.26868","4.4611860996279","2.230593049814","0.310115137","0.3130716085434","0.78300309181213","0","-0.13078932464123","-0.4328079521656","0.16480922698975","0.19359843771044","0.25199362185766","0.88974144439406","-0.35522238080071","0.83823963278139","0.044634447659245","1","0","0","0","0","1","0","0","0","0","1","2"
"716","Zimbabwe","1996-1998","ZWE","552","","","","0","0","0","0","","0","0","16","1","0","0","1","6","0","0","1","0","party-based","1","0","0","0","-0.47454","-1.09741","7.0190437656676","2.3396812552225","0.306933776","0.41059902310371","0.30974754691124","0.16480922698975","-0.33405159413815","0.1748371720314","0","0.56043429844606","-0.23337345558172","0.50674482805261","0.12005581714237","0.70822900462384","0.17334352910209","0","0","1","0","0","1","0","0","0","0","1","3"
"716","Zimbabwe","2000","ZWE","552","","","","0","0","0","0","","0","0","20","1","1","1","1","6","0","0","1","0","party-based","1","0","0","0","-4.60567","-7.9311","-7.9311","-7.9311","0.319240731","0.38181203603745","0.58059465885162","0.16480922698975","0.618187964","-0.13433364","0","0.36075004376406","0.32824188938952","0.69272799723138","-0.092243169876197","0.72316693043484","-0.32078542716784","1","0","0","0","0","1","0","0","0","0","1","1"
"716","Zimbabwe","2003-2008","ZWE","552","","","","0","0","0","0","","0","0","23","0","1","0","1","6","0","0","1","0","party-based","1","0","0","0","-9.61841","-17.68069","-41.429757865339","-6.9049596442231","0.274445115","1","0.68086141347885","0.16480922698975","-0.99865798885003","0.14238089323044","-0.164809227","0.52549431115181","-0.47602288638813","0.76157838539038","0.1557942072859","0.402381503267","0.597618496733","0","0","1","0","0","1","0","0","0","0","1","6"
